"DayOfWeek","Area ID","Reporting District","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay","InjuryStatus","AtIntersection ","CollisionType"
5,17,1764,32,"F","H",101,231713778,8,13,0,"0 - No Injury","No","Veh vs Parked Veh"
7,17,1747,39,"M","O",101,231713816,8,18,1,"1 - Injury","No","Veh vs Ped"
1,17,1756,99,"M","W",101,231713817,8,3,0,"0 - No Injury","No","Unknown"
1,17,1783,53,"M","B",108,231713823,8,22,0,"0 - No Injury","No","Veh vs Veh"
2,17,1788,54,"M","W",101,231713864,8,16,1,"1 - Injury","Unknown","Veh vs Veh"
3,17,1793,35,"F","W",101,231713889,8,7,0,"0 - No Injury","No","Veh vs Parked Veh"
6,17,1767,39,"F","O",101,231713809,8,19,0,"1 - Injury","Yes","Veh vs Veh"
7,17,1797,50,"M","W",101,231713818,8,23,1,"0 - No Injury","No","Veh vs Parked Veh"
3,17,1794,49,"M","H",101,231713915,8,17,0,"1 - Injury","Yes","Veh vs Ped"
1,20,2025,73,"M","A",101,232010811,5,10,0,"1 - Injury","No","Veh vs Veh"
5,17,1727,99,"M","O",101,231713993,8,20,0,"1 - Injury","No","Veh vs Fixed Object"
6,17,1792,25,"F","H",101,231714050,8,18,0,"0 - No Injury","No","Veh vs Parked Veh"
6,18,1829,35,"M","H",108,231815205,8,18,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
5,5,503,36,"M","H",101,230509471,6,2,1,"1 - Injury","Unknown","Veh vs Ped"
5,19,1967,40,"F","H",101,231912695,8,17,1,"1 - Injury","No","Veh vs Fixed Object"
3,18,1864,36,"F","B",101,231815359,8,8,0,"0 - No Injury","Unknown","Veh vs Veh"
6,19,1908,56,"M","H",101,231912706,8,15,0,"0 - No Injury","No","Veh vs Parked Veh"
7,19,1985,29,"F","H",101,231912759,8,15,1,"0 - No Injury","Yes","Veh vs Veh"
1,19,1942,58,"F","H",101,231912786,8,21,1,"0 - No Injury","No","Veh vs Veh"
1,19,1984,40,"M","H",101,231912791,8,16,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
2,19,1916,36,"M","O",101,231912807,8,11,0,"1 - Injury","No","Unknown"
2,19,1969,26,"M","H",101,231912831,8,22,1,"0 - No Injury","Unknown","Veh vs Veh"
3,19,1967,22,"M","W",102,231912873,8,19,1,"0 - No Injury","Yes","Veh vs Other Object"
4,19,1983,29,"M","H",101,231912940,8,11,1,"1 - Injury","Yes","Veh vs Veh"
6,19,1901,78,"M","W",101,231913004,8,15,0,"0 - No Injury","No","Veh vs Fixed Object"
6,19,1959,46,"M","H",101,231913010,8,2,1,"1 - Injury","Yes","Veh vs Ped"
7,19,1956,55,"F","H",101,231913035,8,9,0,"1 - Injury","Yes","Veh vs Veh"
6,19,1984,88,"M","W",101,231913280,8,14,0,"1 - Injury","Yes","Veh vs Veh"
6,19,1969,40,"M","W",101,231913263,7,19,42,"0 - No Injury","Unknown","Veh vs Veh"
4,20,2015,46,"M","H",101,232014166,7,20,21,"1 - Injury","No","Veh vs Veh"
4,20,2099,42,"M","H",101,232014223,8,11,6,"0 - No Injury","No","Veh vs Parked Veh"
3,20,2036,52,"M","H",101,232014105,8,6,0,"1 - Injury","No","Veh vs Veh"
4,21,2196,99,"M","O",101,232112410,8,22,1,"0 - No Injury","No","Veh vs Fixed Object"
1,20,2055,23,"X","X",101,232014372,8,2,2,"0 - No Injury","No","Veh vs Fixed Object"
2,20,2029,26,"F","O",101,232014389,8,21,1,"1 - Injury","No","Veh vs Veh"
7,21,2177,50,"M","H",101,232113083,8,0,0,"1 - Injury","Yes","Veh vs Veh"
2,21,2175,19,"F","O",101,232113172,8,20,0,"0 - No Injury","No","Veh vs Veh"
4,21,2145,20,"M","B",101,232113261,8,23,1,"1 - Injury","Unknown","Veh vs Ped"
4,21,2187,26,"F","B",101,232112953,8,18,0,"1 - Injury","No","Veh vs Ped"
2,21,2187,44,"M","O",101,232112875,8,21,0,"1 - Injury","No","Veh vs Parked Veh"
4,21,2143,19,"F","H",101,232112995,8,17,1,"1 - Injury","Unknown","Veh vs Ped"
6,6,678,35,"M","W",101,240606204,10,19,126,"1 - Injury","Yes","Veh vs Ped"
4,1,152,36,"F","A",101,240109280,6,18,266,"0 - No Injury","No","Veh vs Veh"
2,12,1255,69,"M","W",101,231213381,6,19,0,"0 - No Injury","Yes","Veh vs Veh"
4,1,162,19,"F","O",101,230118037,8,15,0,"0 - No Injury","Yes","Veh vs Veh"
5,1,118,59,"M","H",101,230118527,8,14,1,"0 - No Injury","No","Veh vs Parked Veh"
5,2,248,50,"M","H",101,230215610,8,17,0,"1 - Injury","No","Veh vs Parked Veh"
4,1,159,50,"M","B",101,230118414,8,13,0,"0 - No Injury","Yes","Veh vs Veh"
2,2,201,28,"F","B",101,230215753,8,3,0,"0 - No Injury","No","Veh vs Veh"
6,2,235,47,"M","W",101,230215774,8,15,3,"1 - Injury","Unknown","Unknown"
6,2,204,36,"F","W",101,230216076,8,14,0,"0 - No Injury","No","Veh vs Veh"
5,4,473,33,"F","H",101,230411604,8,10,5,"0 - No Injury","Yes","Veh vs Veh"
3,4,424,62,"M","W",101,230411641,8,7,1,"1 - Injury","No","Veh vs Veh"
4,7,701,35,"M","H",101,230713371,8,22,1,"1 - Injury","No","Veh vs Veh"
2,9,964,39,"M","W",108,230912992,8,17,0,"0 - No Injury","No","Veh vs Parked Veh"
7,9,939,34,"M","W",101,230913140,8,12,0,"1 - Injury","No","Veh vs Veh"
2,9,923,46,"M","H",101,230913229,8,20,1,"0 - No Injury","No","Veh vs Parked Veh"
2,9,941,59,"M","H",101,230913273,8,12,1,"1 - Injury","No","Veh vs Veh"
4,9,994,30,"M","O",101,230913299,8,10,0,"0 - No Injury","No","Veh vs Fixed Object"
4,9,916,59,"M","H",101,230913308,8,14,0,"1 - Injury","No","Veh vs Veh"
1,9,909,99,"M","O",101,230913347,8,23,4,"0 - No Injury","No","Veh vs Parked Veh"
4,9,906,42,"M","H",101,230913323,8,19,0,"0 - No Injury","No","Veh vs Parked Veh"
4,9,905,51,"F","O",101,230913341,8,8,1,"1 - Injury","No","Veh vs Veh"
6,10,1018,26,"F","H",101,231012653,8,10,0,"1 - Injury","No","Veh vs Ped"
7,10,1034,22,"M","O",101,231012681,8,16,0,"1 - Injury","No","Veh vs Fixed Object"
1,10,1021,22,"M","W",101,231012722,8,18,0,"1 - Injury","No","Veh vs Veh"
3,10,1009,23,"M","H",101,231012790,8,6,0,"1 - Injury","Yes","Veh vs Veh"
4,11,1127,43,"M","H",101,231112299,8,21,1,"1 - Injury","No","Veh vs Bike"
3,11,1115,35,"M","H",101,231112538,8,21,1,"0 - No Injury","No","Veh vs Parked Veh"
6,11,1153,19,"F","H",101,231112663,8,20,1,"1 - Injury","Yes","Veh vs Veh"
1,12,1258,31,"M","H",101,231217603,8,4,8,"0 - No Injury","Unknown","Veh vs Veh"
6,13,1385,48,"M","H",101,231315829,8,18,0,"1 - Injury","No","Veh vs Veh"
2,13,1341,46,"M","H",101,231315924,8,6,0,"0 - No Injury","No","Veh vs Veh"
4,13,1313,62,"F","B",101,231316071,8,7,0,"1 - Injury","Yes","Veh vs Ped"
6,13,1323,52,"M","H",101,231316176,8,17,0,"1 - Injury","No","Veh vs Bike"
6,15,1515,23,"M","O",101,231513673,8,20,1,"0 - No Injury","No","Veh vs Veh"
1,15,1587,99,"X","X",101,231513698,8,7,0,"0 - No Injury","No","Veh vs Fixed Object"
2,16,1618,99,"F","H",101,231608761,5,9,4,"0 - No Injury","No","Veh vs Parked Veh"
2,16,1637,45,"M","H",101,231608655,5,13,0,"1 - Injury","No","Veh vs Veh"
2,16,1621,47,"F","H",101,231608648,5,6,0,"0 - No Injury","No","Veh vs Veh"
2,16,1675,99,"X","X",101,231608649,5,6,0,"0 - No Injury","No","Veh vs Parked Veh"
7,16,1684,26,"F","H",101,231608798,6,3,0,"1 - Injury","No","Veh vs Veh"
3,15,1513,78,"M","W",101,231513841,8,13,0,"0 - No Injury","No","Veh vs Veh"
3,16,1622,41,"M","H",101,231610669,8,17,0,"0 - No Injury","Yes","Veh vs Veh"
3,16,1601,49,"F","H",101,231610722,8,19,2,"0 - No Injury","Unknown","Veh vs Fixed Object"
1,16,1633,45,"M","O",101,231611373,8,12,0,"0 - No Injury","No","Veh vs Veh"
1,15,1545,22,"M","H",101,231513744,8,3,1,"0 - No Injury","No","Veh vs Parked Veh"
1,15,1509,37,"M","O",101,231513741,8,3,0,"0 - No Injury","Yes","Veh vs Veh"
1,16,1681,29,"M","W",101,231611367,8,5,0,"0 - No Injury","No","Veh vs Veh"
7,16,1619,99,"X","X",101,231611333,8,7,0,"1 - Injury","No","Veh vs Parked Veh"
7,16,1619,45,"M","O",101,231611334,8,7,0,"0 - No Injury","No","Veh vs Parked Veh"
3,16,1687,78,"M","W",101,231611440,8,12,0,"0 - No Injury","No","Veh vs Fixed Object"
7,17,1764,35,"F","W",101,231713819,8,15,1,"1 - Injury","Yes","Veh vs Fixed Object"
2,17,1779,45,"F","H",101,231713867,8,10,9,"0 - No Injury","No","Veh vs Parked Veh"
2,16,1601,22,"M","H",101,231611405,8,22,1,"1 - Injury","No","Veh vs Veh"
7,17,1749,41,"M","O",101,231714051,8,23,0,"0 - No Injury","No","Veh vs Parked Veh"
1,17,1722,99,"X","X",101,231714064,8,10,0,"1 - Injury","No","Veh vs Fixed Object"
3,17,1798,22,"X","X",101,231714104,8,2,0,"0 - No Injury","No","Veh vs Fixed Object"
3,17,1764,44,"F","W",101,231714136,8,18,0,"1 - Injury","No","Veh vs Veh"
4,18,1839,31,"M","H",101,231814435,8,14,1,"0 - No Injury","Yes","Veh vs Veh"
7,18,1824,43,"M","H",102,231814882,8,0,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
3,18,1822,22,"F","W",101,231815088,8,8,1,"1 - Injury","No","Veh vs Veh"
5,19,1964,40,"M","O",101,231912970,8,16,0,"0 - No Injury","No","Veh vs Fixed Object"
1,19,1934,23,"M","W",101,231913059,8,16,0,"0 - No Injury","No","Veh vs Fixed Object"
1,19,1936,56,"M","H",101,231913119,8,21,2,"0 - No Injury","No","Veh vs Veh"
5,19,1977,46,"F","H",101,231913239,8,12,0,"0 - No Injury","No","Veh vs Parked Veh"
5,19,1924,27,"M","H",101,231913252,8,11,0,"1 - Injury","No","Veh vs Parked Veh"
7,20,2088,30,"M","H",101,232014022,8,21,0,"0 - No Injury","No","Veh vs Parked Veh"
5,20,2053,42,"M","K",101,232013920,8,12,0,"1 - Injury","Yes","Veh vs Ped"
5,19,1902,42,"F","H",101,231913249,8,14,0,"1 - Injury","No","Veh vs Veh"
1,20,2074,55,"M","H",101,232014074,8,23,2,"1 - Injury","No","Veh vs Veh"
6,20,2099,55,"F","H",101,232014109,8,20,4,"1 - Injury","No","Veh vs Veh"
6,20,2076,45,"M","H",101,232014266,8,12,0,"1 - Injury","No","Veh vs Veh"
7,20,2021,27,"M","H",101,232014303,8,17,0,"1 - Injury","Yes","Veh vs Veh"
3,4,468,29,"M","H",101,230412127,9,23,1,"1 - Injury","No","Veh vs Parked Veh"
6,20,2093,32,"F","B",101,232014263,8,10,0,"1 - Injury","No","Veh vs Veh"
1,20,2073,35,"F","H",101,232014026,8,1,0,"0 - No Injury","No","Veh vs Parked Veh"
7,9,904,35,"M","H",101,230913680,9,3,0,"0 - No Injury","No","Veh vs Parked Veh"
6,7,766,25,"M","H",101,230713906,8,9,4,"0 - No Injury","Yes","Veh vs Veh"
6,15,1549,99,"M","W",101,231513693,8,23,1,"0 - No Injury","No","Veh vs Fixed Object"
1,8,857,20,"M","H",101,230814049,9,10,0,"1 - Injury","No","Veh vs Veh"
5,19,1907,29,"M","H",101,231913260,8,22,1,"1 - Injury","No","Veh vs Veh"
5,15,1566,22,"M","W",101,231514244,8,21,1,"0 - No Injury","No","Veh vs Parked Veh"
6,1,152,31,"F","B",101,230119014,9,13,0,"0 - No Injury","Yes","Veh vs Veh"
1,15,1503,43,"M","H",101,231514009,8,17,0,"1 - Injury","Yes","Veh vs Ped"
3,12,1253,19,"M","B",101,231218527,8,12,0,"1 - Injury","Yes","Veh vs Veh"
6,21,2145,99,"M","W",101,232113522,8,10,5,"1 - Injury","No","Veh vs Fixed Object"
4,11,1134,99,"M","O",101,231113115,9,10,0,"0 - No Injury","No","Veh vs Veh"
4,9,932,30,"F","W",101,230913834,9,0,1,"0 - No Injury","No","Veh vs Parked Veh"
7,17,1722,22,"M","W",102,231714264,8,0,1,"0 - No Injury","No","Veh vs Fixed Object"
7,20,2069,25,"M","H",101,232014937,9,10,0,"0 - No Injury","No","Veh vs Veh"
7,20,2013,23,"M","H",101,232014898,9,4,0,"1 - Injury","No","Veh vs Veh"
1,20,2002,35,"M","O",101,232014666,8,16,0,"0 - No Injury","Yes","Veh vs Veh"
1,16,1661,22,"M","H",101,231611591,8,1,0,"0 - No Injury","No","Veh vs Fixed Object"
3,6,645,64,"M","B",101,230614830,9,15,1,"1 - Injury","No","Veh vs M/C"
5,10,1005,39,"M","H",101,231013160,8,15,0,"0 - No Injury","Yes","Veh vs Veh"
5,1,163,63,"M","W",101,230119396,9,14,0,"0 - No Injury","Yes","Veh vs Veh"
4,21,2107,76,"M","H",101,232113840,9,12,0,"1 - Injury","Yes","Veh vs Bike"
3,15,1515,99,"M","O",101,231514430,9,13,0,"0 - No Injury","Unknown","Veh vs Veh"
3,16,1657,47,"F","H",101,231611891,9,23,1,"1 - Injury","No","Veh vs Parked Veh"
4,19,1918,44,"M","H",101,231913800,9,11,0,"0 - No Injury","No","Veh vs Fixed Object"
1,20,2005,35,"M","W",101,232014981,9,22,1,"0 - No Injury","No","Veh vs Parked Veh"
1,3,375,52,"M","H",101,230316028,9,0,0,"1 - Injury","Yes","Veh vs Bike"
2,13,1343,24,"F","H",101,231316712,9,9,0,"1 - Injury","Yes","Veh vs Veh"
7,16,1601,22,"F","H",101,231611593,8,21,1,"0 - No Injury","Yes","Veh vs Veh"
6,17,1752,36,"M","H",101,231714595,9,15,0,"0 - No Injury","No","Veh vs Veh"
3,13,1321,20,"M","B",101,231316350,8,10,0,"1 - Injury","Yes","Veh vs Veh"
2,13,1361,49,"F","H",101,231316933,9,1,4,"1 - Injury","Yes","Veh vs Veh"
7,10,1091,22,"M","W",101,231012964,8,1,1,"1 - Injury","No","Veh vs Parked Veh"
6,14,1469,48,"M","A",101,231416968,9,16,0,"1 - Injury","No","Veh vs Veh"
6,7,765,34,"F","W",101,230714038,9,6,0,"1 - Injury","No","Veh vs Ped"
7,5,513,37,"F","W",101,230513002,9,19,0,"0 - No Injury","Yes","Veh vs Veh"
7,15,1538,29,"M","H",101,231514290,9,22,1,"1 - Injury","Yes","Unknown"
6,19,1934,42,"M","W",101,231913266,8,8,0,"0 - No Injury","No","Veh vs Parked Veh"
4,8,817,60,"F","W",101,230814145,8,20,6,"1 - Injury","Yes","Veh vs Veh"
1,4,411,46,"M","A",101,230412025,9,11,0,"1 - Injury","Yes","Veh vs Veh"
6,13,1313,25,"M","H",101,231316578,9,22,1,"0 - No Injury","No","Veh vs Veh"
6,8,829,38,"M","H",101,230814017,9,5,0,"0 - No Injury","No","Veh vs Veh"
2,1,152,35,"M","W",101,230118752,8,16,0,"0 - No Injury","No","Veh vs Parked Veh"
7,17,1794,60,"F","W",101,231714258,8,7,0,"1 - Injury","No","Veh vs Parked Veh"
6,1,134,99,"M","O",101,230119026,9,10,0,"0 - No Injury","No","Veh vs Parked Veh"
2,14,1483,99,"F","O",101,231416396,8,9,0,"0 - No Injury","No","Veh vs Parked Veh"
7,21,2118,35,"M","O",101,232113686,9,0,2,"1 - Injury","Unknown","Veh vs Parked Veh"
3,6,643,44,"M","W",101,230614509,8,13,0,"1 - Injury","No","Veh vs Veh"
6,16,1684,28,"M","B",101,231611755,9,1,0,"1 - Injury","No","Veh vs Ped"
7,14,1444,59,"F","O",101,231416620,9,1,0,"0 - No Injury","No","Veh vs Parked Veh"
1,21,2139,38,"M","H",101,232109918,6,0,0,"1 - Injury","Yes","Veh vs Ped"
6,8,829,33,"M","H",101,230814018,9,5,0,"1 - Injury","No","Veh vs Ped"
1,15,1511,30,"M","H",101,231514010,8,12,0,"1 - Injury","Yes","Veh vs Ped"
6,13,1321,22,"M","O",101,231316543,9,15,0,"0 - No Injury","Yes","Veh vs Veh"
3,7,752,64,"M","B",101,230713907,8,8,0,"1 - Injury","No","Veh vs Parked Veh"
3,2,257,30,"M","H",101,230216294,8,13,0,"0 - No Injury","Yes","Veh vs Parked Veh"
7,10,1015,58,"M","W",101,231013243,9,1,1,"0 - No Injury","No","Veh vs Parked Veh"
6,21,2126,80,"F","W",101,232113597,9,11,0,"1 - Injury","No","Veh vs Veh"
5,15,1512,23,"M","H",101,231514243,8,20,1,"1 - Injury","No","Veh vs Veh"
3,2,204,24,"M","O",101,230216691,9,2,0,"0 - No Injury","No","Veh vs Fixed Object"
6,9,948,32,"M","H",101,230913666,9,21,1,"0 - No Injury","Yes","Veh vs Parked Veh"
2,20,2026,22,"M","O",101,232015008,9,23,1,"0 - No Injury","No","Veh vs Parked Veh"
2,16,1654,28,"M","W",101,231611863,9,23,1,"1 - Injury","Unknown","Veh vs Veh"
5,20,2033,34,"F","W",101,232014805,8,1,0,"0 - No Injury","Yes","Veh vs Veh"
1,19,1987,62,"M","H",103,231913659,9,5,0,"0 - No Injury","No","Veh vs Fixed Object"
2,13,1321,53,"F","B",101,231316717,9,14,0,"1 - Injury","No","Veh vs Veh"
5,12,1258,40,"M","W",108,231218235,8,11,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
7,19,1977,24,"F","H",101,231913628,9,14,0,"1 - Injury","No","Veh vs Veh"
1,7,789,34,"M","H",101,230713788,8,14,0,"0 - No Injury","No","Veh vs Veh"
3,17,1735,40,"M","W",101,231714662,8,23,14,"0 - No Injury","Unknown","Veh vs Parked Veh"
1,13,1385,29,"F","H",101,231316663,9,13,0,"1 - Injury","No","Veh vs Veh"
3,10,1049,21,"M","A",101,231013359,9,18,0,"1 - Injury","No","Veh vs Veh"
5,17,1727,51,"M","O",101,231714749,8,17,14,"1 - Injury","No","Veh vs Veh"
6,14,1406,32,"F","B",101,231416816,6,3,96,"0 - No Injury","No","Veh vs Veh"
3,15,1502,78,"M","W",101,231514435,9,11,0,"0 - No Injury","No","Veh vs Veh"
2,9,976,28,"M","B",101,230913755,9,0,1,"0 - No Injury","No","Veh vs Fixed Object"
1,18,1823,36,"M","H",101,231815863,9,1,0,"1 - Injury","Yes","Veh vs Ped"
6,9,985,27,"F","W",101,230913120,8,21,1,"1 - Injury","No","Veh vs Veh"
6,17,1705,74,"M","H",101,231714601,9,16,1,"1 - Injury","Unknown","Veh vs Veh"
4,15,1502,29,"M","B",101,231513902,8,16,0,"1 - Injury","No","Veh vs Bike"
6,9,904,22,"M","H",101,230913394,8,22,0,"1 - Injury","Yes","Veh vs Ped"
6,19,1961,59,"M","W",101,231913626,9,17,1,"1 - Injury","No","Veh vs Ped"
6,9,926,61,"F","H",101,230913392,8,13,0,"1 - Injury","No","Veh vs Ped"
2,14,1468,43,"M","H",101,231416400,8,8,0,"0 - No Injury","No","Veh vs Veh"
2,1,185,32,"M","H",101,230118792,8,21,1,"0 - No Injury","No","Veh vs Parked Veh"
7,17,1788,39,"M","W",101,231714277,8,12,1,"0 - No Injury","No","Veh vs Veh"
1,16,1684,35,"F","H",101,231611864,9,21,0,"0 - No Injury","Unknown","Veh vs Veh"
2,21,2159,22,"M","O",101,232113719,9,13,0,"0 - No Injury","No","Veh vs Fixed Object"
5,15,1538,22,"F","H",101,231513968,8,20,2,"0 - No Injury","No","Veh vs Parked Veh"
5,12,1255,58,"M","B",101,231218682,8,22,1,"1 - Injury","No","Veh vs Ped"
4,20,2023,57,"M","O",101,232015011,8,11,20,"1 - Injury","No","Veh vs Veh"
7,8,812,50,"M","H",101,230814028,9,7,0,"1 - Injury","No","Veh vs Veh"
5,15,1513,35,"M","H",101,231513927,8,21,1,"0 - No Injury","No","Veh vs Parked Veh"
6,10,1025,39,"M","H",101,231013244,9,19,2,"1 - Injury","Yes","Veh vs Fixed Object"
6,15,1527,60,"M","H",101,231514284,9,15,1,"1 - Injury","Yes","Veh vs Veh"
7,16,1633,99,"X","X",101,231611789,9,8,0,"1 - Injury","No","Veh vs Fixed Object"
2,21,2185,42,"M","W",101,232113298,8,15,11,"0 - No Injury","Yes","Veh vs Veh"
1,11,1177,34,"M","H",101,231112709,8,19,0,"1 - Injury","Unknown","Veh vs Veh"
7,4,453,99,"M","O",101,230411993,9,9,0,"1 - Injury","Yes","Unknown"
2,15,1512,57,"F","B",108,231514394,9,17,0,"1 - Injury","No","Veh vs Veh"
5,16,1677,70,"M","W",101,231611722,8,7,0,"1 - Injury","No","Veh vs Veh"
4,4,443,47,"M","W",101,230412138,9,8,0,"0 - No Injury","No","Veh vs Veh"
5,17,1761,28,"F","B",101,231714522,8,7,0,"0 - No Injury","Yes","Veh vs Fixed Object"
5,10,1089,50,"F","W",101,231012917,8,10,1,"1 - Injury","Yes","Veh vs Ped"
5,21,2159,45,"M","H",101,232113573,8,17,1,"1 - Injury","No","Veh vs Bike"
5,20,2058,24,"F","H",101,232014850,8,17,0,"1 - Injury","Yes","Veh vs Veh"
4,11,1145,31,"F","W",101,231113123,9,7,0,"1 - Injury","No","Veh vs Veh"
5,13,1352,58,"M","B",101,231316521,8,18,1,"1 - Injury","No","Veh vs Ped"
7,19,1998,42,"M","H",101,231913629,9,14,0,"1 - Injury","Yes","Veh vs Ped"
1,11,1195,53,"M","W",101,231113049,9,16,2,"0 - No Injury","No","Veh vs Veh"
2,13,1344,28,"M","H",101,231316724,9,12,0,"0 - No Injury","No","Unknown"
1,10,1023,24,"F","H",101,231013242,9,1,0,"1 - Injury","Yes","Veh vs Veh"
5,15,1545,20,"M","H",101,231514242,8,21,1,"0 - No Injury","No","Veh vs Fixed Object"
2,20,2036,55,"M","A",101,232015004,9,15,0,"1 - Injury","Yes","Veh vs Veh"
6,1,138,33,"M","A",101,230119027,9,16,0,"0 - No Injury","No","Veh vs Veh"
1,7,701,46,"M","W",101,230713815,8,17,0,"1 - Injury","No","Veh vs Veh"
2,12,1203,99,"X","X",102,231218889,9,18,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
2,17,1785,19,"F","W",101,231714656,9,20,1,"1 - Injury","No","Veh vs Veh"
1,19,1915,22,"M","O",102,231913692,9,16,0,"0 - No Injury","No","Veh vs Fixed Object"
7,17,1735,24,"M","H",101,231714603,9,3,0,"1 - Injury","No","Veh vs Parked Veh"
7,6,669,29,"M","W",101,230614694,9,16,0,"0 - No Injury","No","Veh vs Parked Veh"
5,10,1063,17,"M","W",101,231013134,8,9,0,"0 - No Injury","No","Veh vs Parked Veh"
5,12,1249,34,"M","H",101,231218237,8,5,0,"0 - No Injury","No","Veh vs Veh"
1,7,745,27,"F","A",101,230714117,9,11,0,"1 - Injury","Yes","Veh vs Veh"
5,15,1596,67,"F","W",101,231514277,8,15,2,"1 - Injury","Unknown","Veh vs Veh"
7,13,1352,73,"M","H",101,231316594,9,11,0,"1 - Injury","Yes","Veh vs Veh"
6,17,1792,29,"M","H",101,231714224,8,8,0,"0 - No Injury","No","Veh vs Veh"
5,9,911,57,"M","H",101,230913603,8,12,0,"0 - No Injury","Unknown","Veh vs Veh"
5,14,1443,25,"F","W",103,231416249,8,14,0,"1 - Injury","No","Veh vs Veh"
6,14,1494,51,"M","H",101,231416769,9,5,0,"1 - Injury","No","Veh vs Ped"
3,10,1025,33,"M","W",101,231013342,9,6,0,"0 - No Injury","No","Veh vs Parked Veh"
1,10,1077,20,"M","W",101,231013247,9,23,0,"1 - Injury","Yes","Veh vs Veh"
1,18,1838,18,"M","H",101,231815923,9,20,1,"1 - Injury","Unknown","Veh vs Ped"
4,8,885,64,"M","O",101,230814172,8,19,21,"1 - Injury","No","Veh vs Bike"
4,15,1522,78,"M","W",103,231513895,8,16,0,"0 - No Injury","No","Veh vs Parked Veh"
6,16,1654,22,"M","O",101,231611784,9,0,1,"0 - No Injury","No","Veh vs Fixed Object"
4,1,111,37,"F","W",101,230119375,9,23,1,"1 - Injury","No","Veh vs Veh"
3,21,2156,22,"M","W",108,232113797,9,18,1,"1 - Injury","Unknown","Veh vs Parked Veh"
6,6,622,31,"M","H",101,230614930,9,11,0,"0 - No Injury","No","Veh vs Veh"
5,15,1591,99,"M","W",101,231513913,8,16,0,"0 - No Injury","No","Veh vs Fixed Object"
1,11,1101,99,"X","X",101,231112752,8,4,1,"0 - No Injury","No","Veh vs Fixed Object"
4,1,111,40,"M","H",101,230119342,9,10,0,"0 - No Injury","No","Veh vs Parked Veh"
6,17,1761,55,"M","O",101,231714850,9,23,1,"1 - Injury","No","Veh vs Fixed Object"
6,19,1998,19,"M","O",101,231913600,9,15,0,"1 - Injury","No","Veh vs Veh"
1,2,236,30,"M","O",101,230216580,9,6,0,"0 - No Injury","No","Veh vs Fixed Object"
5,4,462,27,"M","W",101,230412173,9,6,0,"0 - No Injury","No","Unknown"
1,1,111,31,"M","H",101,230119121,9,1,0,"1 - Injury","Yes","Veh vs Veh"
5,17,1756,63,"M","A",101,231714534,8,2,0,"0 - No Injury","No","Veh vs Parked Veh"
7,20,2002,56,"M","H",101,232014943,9,15,0,"0 - No Injury","No","Veh vs Parked Veh"
2,7,738,44,"M","H",101,230713864,8,15,0,"1 - Injury","Yes","Veh vs Veh"
7,19,1954,30,"M","H",101,231913630,9,18,0,"0 - No Injury","No","Veh vs Veh"
7,17,1787,50,"M","W",101,231714614,9,13,0,"0 - No Injury","Yes","Veh vs Veh"
5,3,318,63,"M","H",101,230315886,8,19,1,"0 - No Injury","Unknown","Veh vs Veh"
2,16,1611,21,"M","H",101,231611963,8,17,32,"0 - No Injury","Unknown","Veh vs Parked Veh"
7,10,1023,30,"F","H",101,231013218,9,10,0,"0 - No Injury","No","Veh vs Parked Veh"
2,8,839,59,"M","O",101,230813639,8,17,2,"1 - Injury","Yes","Veh vs Ped"
4,10,1004,51,"M","H",101,231013385,9,6,0,"0 - No Injury","No","Veh vs Parked Veh"
7,9,904,35,"F","H",101,230913681,9,3,0,"0 - No Injury","No","Veh vs Parked Veh"
5,1,195,30,"M","H",101,230119426,9,14,1,"1 - Injury","No","Veh vs Ped"
5,16,1684,35,"F","O",101,231611717,8,1,0,"0 - No Injury","No","Veh vs Parked Veh"
3,4,499,54,"M","H",101,230411899,8,14,0,"0 - No Injury","Yes","Veh vs Parked Veh"
5,13,1309,99,"X","X",101,231316893,9,6,0,"0 - No Injury","Yes","Veh vs Veh"
4,14,1446,60,"M","W",101,231416510,8,8,0,"1 - Injury","No","Veh vs M/C"
4,5,529,35,"M","H",101,230512635,8,22,1,"1 - Injury","Unknown","Veh vs Parked Veh"
4,12,1268,68,"M","W",101,231219029,9,20,1,"1 - Injury","No","Veh vs Ped"
7,10,1011,71,"M","W",101,231012948,8,12,0,"1 - Injury","No","Veh vs Ped"
7,2,269,36,"M","B",101,230216543,9,7,0,"1 - Injury","No","Veh vs Ped"
7,10,1011,34,"M","H",101,231013029,8,2,3,"0 - No Injury","No","Veh vs Parked Veh"
2,18,1805,55,"M","H",101,231815968,9,19,1,"1 - Injury","Yes","Veh vs Veh"
5,15,1521,30,"F","O",101,231514214,8,2,0,"0 - No Injury","No","Veh vs Parked Veh"
6,20,2011,24,"M","H",101,232014888,9,13,0,"0 - No Injury","No","Veh vs Parked Veh"
1,17,1795,48,"M","H",101,231714737,7,19,39,"0 - No Injury","Unknown","Veh vs Veh"
5,15,1532,44,"M","O",101,231514241,8,19,0,"0 - No Injury","No","Veh vs Veh"
